"Angular Separation Finder Calculation"
"Calculation Inputs"
"Calculation type","Angular Separation Event Finder"
"Target 1","MOON"
"Target 1 shape","Point"
"Target 2","SUN"
"Target 2 shape","Point"
"Observer","EARTH"
"Light propagation","No correction"
"Time system","TDB"
"Time format","Seconds past J2000"
"Time range","0 to 3155760000, step 1 hours"
"Coordinate condition","is local maximum"
"Output time unit","seconds"
"Complement result window","no"
"Result interval adjustment","No adjustment"
"Result interval filtering","No filtering"
"Angular Separation Finder Time Intervals"
"Start Time","Stop Time","Duration (secs)"
"  167608591.567150","  167608591.567150",0.00000000E+00
"  170150002.436510","  170150002.436510",0.00000000E+00
"  172684819.874500","  172684819.874500",0.00000000E+00
"  175216275.869280","  175216275.869280",0.00000000E+00
"  177747553.949480","  177747553.949480",0.00000000E+00
"  180281906.948490","  180281906.948490",0.00000000E+00
"  182822702.440340","  182822702.440340",0.00000000E+00
"  185373028.240550","  185373028.240550",0.00000000E+00
"  187934450.789340","  187934450.789340",0.00000000E+00
"  190505228.202860","  190505228.202860",0.00000000E+00
"  193079962.530100","  193079962.530100",0.00000000E+00
"  195652158.570830","  195652158.570830",0.00000000E+00
"  198217266.420310","  198217266.420310",0.00000000E+00
"  200773390.333480","  200773390.333480",0.00000000E+00
"  203320527.185840","  203320527.185840",0.00000000E+00
"  205860035.041100","  205860035.041100",0.00000000E+00
"  208394451.187070","  208394451.187070",0.00000000E+00
"  210927177.899890","  210927177.899890",0.00000000E+00
"  213461927.514700","  213461927.514700",0.00000000E+00
"  216002068.471620","  216002068.471620",0.00000000E+00
"  218549913.520830","  218549913.520830",0.00000000E+00
"  221106017.725290","  221106017.725290",0.00000000E+00
"  223668980.113360","  223668980.113360",0.00000000E+00
"  226236161.722110","  226236161.722110",0.00000000E+00
"  228804555.563090","  228804555.563090",0.00000000E+00
"  231370906.066790","  231370906.066790",0.00000000E+00
"  233931830.268910","  233931830.268910",0.00000000E+00
"  236484933.083430","  236484933.083430",0.00000000E+00
"  239030092.954240","  239030092.954240",0.00000000E+00
"  241569541.649970","  241569541.649970",0.00000000E+00
"  244106753.347840","  244106753.347840",0.00000000E+00
"  246645057.622890","  246645057.622890",0.00000000E+00
"  249186662.480030","  249186662.480030",0.00000000E+00
"  251732408.238430","  251732408.238430",0.00000000E+00
"  254282318.904760","  254282318.904760",0.00000000E+00
"  256836467.718650","  256836467.718650",0.00000000E+00
"  259395135.334570","  259395135.334570",0.00000000E+00
"  261957795.848580","  261957795.848580",0.00000000E+00
"  264522050.146430","  264522050.146430",0.00000000E+00
